Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Yuen J.Q., Fung T., Ziegler A.D.","55320667100;37033921400;7201554889;","Review of allometric equations for major land covers in SE Asia: Uncertainty and implications for above- and below-ground carbon estimates",2016,"Forest Ecology and Management","360",,,"323","340",,47,"10.1016/j.foreco.2015.09.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946866607&doi=10.1016%2fj.foreco.2015.09.016&partnerID=40&md5=02b70b8f2673ec4b6ec92d93b423fe5c","Allometry; Carbon; Land cover change; REDD+; Southeast Asia; Wood density","Bamboo; Biology; Biomass; Carbon; Hardwoods; Palm oil; Peat; Rubber; Rubber plantations; Uncertainty analysis; Vegetation; Wetlands; Allometry; Land-cover change; REDD; Southeast Asia; Wood density; Forestry; agroforestry; allometry; environmental conditions; forest ecosystem; geographical region; land cover; mangrove; phytomass; plantation; policy implementation; tropical forest; wood; Biomass; Land Use; Plantations; Rubber; Southeast Asia; Wood Density; Asia; Borneo; Brunei Darussalam; China; Lesser Sunda Islands; Papua New Guinea; Southeast Asia; Sunda Isles; Timor; Elaeis",Review,"Final","",Scopus,2-s2.0-84946866607
"Ortega Cedillo D., Barrera C.F., Ortega Cedillo J., Orellana Carrera J., Vilela De Resende M.D., Cruz C.D.","57201907780;37123329300;57201904704;57201895103;7004077923;7202701370;","Estimates of parameters, prediction and selection of an oil palm population in Ecuador [Estimativas de parámetros, predicción y selección en progenies de palma aceitera en Ecuador]",2018,"Revista Facultad Nacional de Agronomia Medellin","71","2",,"8477","8487",,1,"10.15446/rfna.v71n2.71928","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046436363&doi=10.15446%2frfna.v71n2.71928&partnerID=40&md5=d5a37f8e748097335734dcb89185fbd8","Blup; Clusters; Elaeis guineensis jacq; Genetic parameters; Selection index",,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85046436363
"He X., Ma Z., Zhang W., Chen B., Zhang Q., Chai Z.","57211640065;57210288808;35886281900;57188565183;57219285872;57189353833;","Effect of different nitrogen application levels on 15N-urea absorption, distribution and utilization of 'Kuerlexiangli' pear [施氮水平对'库尔勒香梨'15N-尿素的吸收,分配及利用的影响]",2020,"Journal of Fruit Science","37","9",,"1336","1345",,1,"10.13925/j.cnki.gsxb.20190597","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092035595&doi=10.13925%2fj.cnki.gsxb.20190597&partnerID=40&md5=d6f4fefc457788eaaedb62102ee97a8a","'Kuerlexiangli' pear; Absorption; Distribution; Nitrogen; Nitrogen levels; Utilization",,Article,"Final","",Scopus,2-s2.0-85092035595
"Keshvadi A., Endan J.B., Harun H., Ahmad D., Saleena F.","37016351800;6507161972;33167669000;7006597524;36992585200;","The reflection of moisture content on palm oil development during the ripening process of fresh fruits",2012,"Journal of Food, Agriculture and Environment","10","1",,"203","209",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856829419&partnerID=40&md5=2b3cf5dec6ad859cb79c5725dc34aa59","Moisture content; Oil extraction; Oil palm FFB","palm oil; article; computer program; Elaeis guineensis; flowering; fruit ripening; geography; harvest; harvesting; measurement; moisture; nonhuman; nut kernel; plant environment interaction; plant structures; Soxhlet extraction; time; weight; Elaeis; Elaeis guineensis",Article,"Final","",Scopus,2-s2.0-84856829419
"Nainar A., Tanaka N., Bidin K., Annammala K.V., Ewers R.M., Reynolds G., Walsh R.P.D.","57193735480;35750950900;6603359719;53663226800;56821362600;54383861200;7201782438;","Hydrological dynamics of tropical streams on a gradient of land-use disturbance and recovery: A multi-catchment experiment",2018,"Journal of Hydrology","566",,,"581","594",,7,"10.1016/j.jhydrol.2018.09.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054180225&doi=10.1016%2fj.jhydrol.2018.09.022&partnerID=40&md5=330483a05b6395d511c5060f97465a77","Forest; Hydrology; Logging; Oil palm; Streamflow; Tropical","Dynamics; Forestry; Hydrology; Land use; Lithology; Logging (forestry); Palm oil; Recovery; Runoff; Solar energy; Storms; Stream flow; Tropics; Water supply; Coefficient of variation; Downstream water supply; Forest; Hydrological characteristics; Land use disturbances; Landscape disturbance; Oil palm; Tropical; Catchments; baseflow; catchment; disturbance; El Nino-Southern Oscillation; experimental design; flooding; humid tropics; hydrological change; La Nina; landscape; rainforest; raingauge; river discharge; runoff; storm; stream; tropical region; water depth; Borneo; East Malaysia; Malaysia; Sabah; Elaeis",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85054180225
"Rajaprakash S., Muthuselvan S., Karthik K., Kumar N., Karmakar H.","56023839800;57203628671;56743004400;57199419326;57211341928;","Soil testing using sensors with android application",2019,"International Journal of Recent Technology and Engineering","8","3",,"5816","5821",,,"10.35940/ijrte.C5199.098319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073501849&doi=10.35940%2fijrte.C5199.098319&partnerID=40&md5=b87f926231093df4dfb1bc3f25345fd3","Android application; PH value; Sensors; Soil testing; Soil types",,Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85073501849
"Darung U., Soemarno, Dohong S., Prayogo C.","14422131200;55876886500;14422031000;55935695900;","Controlling factor of carbon dioxide flux from tropical peat soil in palm oil at central Kalimantan, Indonesia",2018,"Bioscience Research","15","4",,"3821","3832",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063183021&partnerID=40&md5=c87314745f40d5438edd40a3e1bc30a7","CO2 emission rate; Global Warming Potential; Tropical Peatland",,Article,"Final","",Scopus,2-s2.0-85063183021
"Barragán-Hernández W.A., Mestra-Vargas L.I., Portilla-Pinzon D., Mejía-Luquez J.A., Henriquez-Crespo R.J.","57218488037;57212004692;57219146587;57219147177;57219144801;","Effect of African palm byproducts on cow milk production and quality in the south of the department of Atlántico, Colombia [Efecto de subproductos de palma africana en la producción y calidad de leche bovina en el sur del departamento del Atlántico, Colombia]",2020,"Ciencia Tecnologia Agropecuaria","21","2",,"","",,1,"10.21930/RCTA.VOL21_NUM2_ART1132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091459214&doi=10.21930%2fRCTA.VOL21_NUM2_ART1132&partnerID=40&md5=5f2926e0b04f6550e3bd47669c8e93ac","Elaeis guineensis; Milk production; Multipurpose breeds; Silvopastoral systems; Smallholder",,Article,"Final","",Scopus,2-s2.0-85091459214
"Nelson P.N., Webb M.J., Banabas M., Nake S., Goodrick I., Gordon J., O'Grady D., Dubos B.","55085284800;7201485771;14622073000;55847737400;55347129300;55848076300;55762666100;6603472754;","Methods to account for tree-scale variability in soil- and plant-related parameters in oil palm plantations",2014,"Plant and Soil","374","1-2",,"459","471",,19,"10.1007/s11104-013-1894-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890862724&doi=10.1007%2fs11104-013-1894-7&partnerID=40&md5=9c9c1ed018d6bf4011321531f84db0ce","Interception; Root biomass; Sampling design; Soil respiration; Spatial variability; Throughfall","biomass; interception; monocotyledon; plantation; rainfall; sampling; soil respiration; spatial variation; throughfall; Elaeis",Article,"Final","",Scopus,2-s2.0-84890862724
[No author name available],[No author id available],"IOP Conference Series: Materials Science and Engineering",2018,"IOP Conference Series: Materials Science and Engineering","414","1",,"","",454,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054202795&partnerID=40&md5=454027c3a40a196994ae74f316c47838",,,Conference Review,"Final","",Scopus,2-s2.0-85054202795
"Meijide A., de la Rua C., Guillaume T., Röll A., Hassler E., Stiegler C., Tjoa A., June T., Corre M.D., Veldkamp E., Knohl A.","16047898600;24376246500;54945054300;56677614800;56904084500;57213586550;56845075700;13008836600;6701346260;6701642345;6602521000;","Measured greenhouse gas budgets challenge emission savings from palm-oil biodiesel",2020,"Nature Communications","11","1","1089","","",,22,"10.1038/s41467-020-14852-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080114292&doi=10.1038%2fs41467-020-14852-6&partnerID=40&md5=7d48b3547b6495269bd7c8568d3d0e3f",,"biodiesel; biofuel; carbon; fertilizer; nitrogen; organic carbon; organic matter; palm oil; biofuel; carbon dioxide; methane; nitrous oxide; biofuel; biogeochemistry; carbon budget; chemical composition; crop rotation; emission control; greenhouse gas; life cycle analysis; methane; nitrous oxide; plantation forestry; Article; biofuel production; biomass; carbon source; energy resource; greenhouse effect; greenhouse gas; life cycle; microbial diversity; net ecosystem exchange; nitrous oxide emission; nonhuman; plant yield; plantation; process optimization; transesterification; water content; Arecaceae; forest; greenhouse gas; Indonesia; metabolism; prevention and control; sustainable development; Indonesia; Elaeis; Arecaceae; Biofuels; Carbon Dioxide; Forests; Greenhouse Effect; Greenhouse Gases; Indonesia; Methane; Nitrous Oxide; Palm Oil; Sustainable Development",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85080114292
[No author name available],[No author id available],"2020 the 5th International Conference on Manufacturing, Material and Metallurgical Engineering, ICMMME 2020",2020,"IOP Conference Series: Materials Science and Engineering","859","1",,"","",121,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099487244&partnerID=40&md5=0a6c01e059780cc40ea8aac6ff540a34",,,Conference Review,"Final","",Scopus,2-s2.0-85099487244
"Gutiérrez S., Wendel A., Underwood J.","56927814100;57190132744;17347180400;","Spectral filter design based on in-field hyperspectral imaging and machine learning for mango ripeness estimation",2019,"Computers and Electronics in Agriculture","164",,"104890","","",,8,"10.1016/j.compag.2019.104890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069712788&doi=10.1016%2fj.compag.2019.104890&partnerID=40&md5=f49c13e0d5d4fd78aa795d92d77a5bba","Band selection; Computer vision; Dry matter; Field robotics; Filter selection; Genetic algorithms; Hyperspectral; Optimisation; Spectroscopy","Cameras; Computer vision; Data handling; Fruits; Genetic algorithms; Machine learning; Optical filters; Spectroscopy; Support vector machines; Band selection; Dry matters; Field robotics; Filter selection; HyperSpectral; Optimisations; Hyperspectral imaging; computer vision; design method; detection method; dry matter; equipment; estimation method; experimental design; filter; fruit; genetic algorithm; imaging method; machine learning; methodology; optimization; robotics; sensor; simulation; spectroscopy",Article,"Final","",Scopus,2-s2.0-85069712788
"Kongsager R., Napier J., Mertz O.","55353218800;55353342400;6603262977;","The carbon sequestration potential of tree crop plantations",2013,"Mitigation and Adaptation Strategies for Global Change","18","8",,"1197","1213",,32,"10.1007/s11027-012-9417-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887997210&doi=10.1007%2fs11027-012-9417-z&partnerID=40&md5=f31b70e7dc86f2e1dc7fbdc57eb9e079","Aboveground biomass; Allometric equations; Carbon estimations; Carbon sequestration; Ghana; Kade; Land-use change; Tree crop plantation","allometry; alternative agriculture; biofuel; biomass; carbon sequestration; clean development mechanism; climate change; cocoa; compensation system; crop plant; deciduous tree; developing world; economic development; environmental management; environmental policy; evergreen tree; Kyoto Protocol; plantation; rubber; socioeconomic impact; sustainable development; trade-environment relations; United Nations Framework Convention on Climate Change; Ghana; Citrus; Elaeis; Elaeis guineensis; Hevea brasiliensis; Theobroma cacao",Article,"Final","",Scopus,2-s2.0-84887997210
"Voss H.G.J., Stevan S.L., Jr., Ayub R.A.","57209318040;24773989600;23968691600;","Peach growth cycle monitoring using an electronic nose",2019,"Computers and Electronics in Agriculture","163",,"104858","","",,13,"10.1016/j.compag.2019.104858","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067338698&doi=10.1016%2fj.compag.2019.104858&partnerID=40&md5=6c8ad1731c18cccf685f259c4bf6aee7","Electronic nose (E-nose); Flavor; Maturation; Peach; Volatile Organic Compounds (VOCs)","Crops; Decision trees; Discriminant analysis; Flavor compounds; Flavors; Fruits; Metals; MOS devices; Oxide semiconductors; Statistical tests; Volatile organic compounds; Electronic nose (e-nose); Linear discriminant analysis; Maturation; Metal oxide semiconductor; Monitoring equipment; Online monitoring; Peach; Random forest methods; Electronic nose; cost analysis; discriminant analysis; electronic equipment; fruit; maturation; odor; volatile organic compound; Prunus persica",Article,"Final","",Scopus,2-s2.0-85067338698
"Friend A.P., Trought M.C.T.","7005447289;6603636644;","Delayed winter spur-pruning in New Zealand can alter yield components of Merlot grapevines",2007,"Australian Journal of Grape and Wine Research","13","3",,"157","164",,79,"10.1111/j.1755-0238.2007.tb00246.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37149024012&doi=10.1111%2fj.1755-0238.2007.tb00246.x&partnerID=40&md5=3371466d7526129f96a2340dc9411dc4","Berry development; Budbreak; Fruit maturity; Live green ovary; Shoot development; Spur-pruning; Vitis vinifera; Yield components","Vitaceae; Vitis vinifera",Article,"Final","",Scopus,2-s2.0-37149024012
"Husnain H., Wigena I.G.P., Dariah A., Marwanto S., Setyanto P., Agus F.","54417404600;56048182200;57214771805;56048747300;6506647611;55933424800;","CO2 emissions from tropical drained peat in Sumatra, Indonesia",2014,"Mitigation and Adaptation Strategies for Global Change","19","6",,"845","862",,34,"10.1007/s11027-014-9550-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904268770&doi=10.1007%2fs11027-014-9550-y&partnerID=40&md5=04360c0c9649082dcbff184b999398ff","Closed chambers; Land-use systems; Tropical peat; Water table depth","agricultural production; carbon dioxide; carbon emission; carbon flux; drainage; emission inventory; land use; peatland; tropical soil; water table; Greater Sunda Islands; Indonesia; Jambi [Indonesia]; Riau; Sumatra; Sunda Isles; Acacia; Elaeis; Elaeis guineensis",Article,"Final","",Scopus,2-s2.0-84904268770
"Jong Y.W., Beirne C., Meunier Q., Mekui Biyogo A.P., Ebang Mbélé A., Stewart C.G., Poulsen J.R.","57219624893;55868016300;57192212476;57219625914;57211003360;35230988900;57218538821;","Expected carbon emissions from a rubber plantation in Central Africa",2021,"Forest Ecology and Management","480",,"118668","","",,2,"10.1016/j.foreco.2020.118668","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094327191&doi=10.1016%2fj.foreco.2020.118668&partnerID=40&md5=cbbaaf8b9d84e86a74904279522a8eab","Carbon sequestration; Central Africa; Gabon; Land use; Rubber plantation; Secondary forest; Tropical agriculture","Agricultural robots; Antennas; Biodiversity; Carbon; Oil field development; Palm oil; Reforestation; Rotation; Rubber plantations; Rubber products; Soil conservation; Above-ground carbons; Agricultural productions; Carbon sequestration; Development scenarios; Economic productivity; Forest restoration; Forest succession; Opportunity costs; Rubber industry; agricultural production; biodiversity; carbon emission; carbon sequestration; environmental degradation; environmental disturbance; environmental economics; food availability; rubber; secondary forest; Agriculture; Biodiversity; Carbon; Development; Gabon; Reforestation; Rotation; Rubber; Gabon; Elaeis",Article,"Final","",Scopus,2-s2.0-85094327191
"Siregar K., Ramadhan D., Milala I.C.M.S.","57202105891;57203355618;57212110852;","Six Sigma Method for Improvement of Crude Palm Oil (CPO) Quality",2019,"ICSECC 2019 - International Conference on Sustainable Engineering and Creative Computing: New Idea, New Innovation, Proceedings",,,"8907128","52","57",,,"10.1109/ICSECC.2019.8907128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075952273&doi=10.1109%2fICSECC.2019.8907128&partnerID=40&md5=be301037423925c0c2fd9d753eb0fb0d","Crude Palm Oil; DMAIC; Quality; Six Sigma","Fatty acids; Image quality; Process engineering; Process monitoring; Silicon compounds; Six sigma; Specifications; Sustainable development; Work simplification; Crude palm oil; DMAIC; Improvement in product quality; Inspection standards; Oil palm plantations; Process capabilities; Quality degradation; Specification limit; Palm oil",Conference Paper,"Final","",Scopus,2-s2.0-85075952273
"Anderman T.L., Remans R., Wood S.A., DeRosa K., DeFries R.S.","56276549300;14040343100;36635198300;55796214600;7003959711;","Synergies and tradeoffs between cash crop production and food security: A case study in rural Ghana",2014,"Food Security","6","4",,"541","554",,71,"10.1007/s12571-014-0360-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940243413&doi=10.1007%2fs12571-014-0360-6&partnerID=40&md5=ed8197f8cf1cbcc46816adbbfde2e23e","Agriculture; Cacao; Cash crop; Food security; Ghana; Nutrition; Oil palm","child; crop production; crop yield; food availability; food security; government; land use; nutritional status; perception; smallholder; Ashanti; Ghana; Elaeis; Theobroma cacao",Article,"Final","",Scopus,2-s2.0-84940243413
"Malik N.S.A., Bradford J.M.","15026995800;7103311927;","Changes in oleuropein levels during differentiation and development of floral buds in 'Arbequina' olives",2006,"Scientia Horticulturae","110","3",,"274","278",,104,"10.1016/j.scienta.2006.07.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749524551&doi=10.1016%2fj.scienta.2006.07.016&partnerID=40&md5=f25e65d1af637d81aef77b5879a5c32c","Arbequina; Flowering; Fruiting; Oleuropein; Olives; Phenolics","fruit; fruit production; health impact; liquid chromatography; maturation; phenolic compound; quantitative analysis; Kalanchoe; Kalanchoe blossfeldiana; Oleaceae",Article,"Final","",Scopus,2-s2.0-33749524551
"Evans C.D., Williamson J.M., Kacaribu F., Irawan D., Suardiwerianto Y., Hidayat M.F., Laurén A., Page S.E.","25653713300;57199894357;57205202269;57193811024;57205193893;56803637800;19639108300;7202643131;","Rates and spatial variability of peat subsidence in Acacia plantation and forest landscapes in Sumatra, Indonesia",2019,"Geoderma","338",,,"410","421",,36,"10.1016/j.geoderma.2018.12.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059011487&doi=10.1016%2fj.geoderma.2018.12.028&partnerID=40&md5=b1eade70aaddaf581961d712782fb7a9","Carbon; Drainage; Greenhouse gases; Organic soils; Subsidence; Tropical peat","Carbon; Carbon dioxide; Cultivation; Drainage; Economics; Forestry; Greenhouse gases; Groundwater; Palm oil; Peat; Wetlands; Economic development; Economically viable; Oil palm plantations; Organic soil; Plantation managements; Spatial variability; Sumatra , Indonesia; Water table depths; Subsidence; angiosperm; cultivation; economic development; governance approach; greenhouse gas; landscape ecology; organic soil; peat; peat soil; peatland; soil carbon; soil drainage; spatial variation; subsidence; water table; Carbon Dioxide; Cultivation; Drainage; Economics; Forestry; Europe; Greater Sunda Islands; North America; Sumatra; Sunda Isles; Acacia; Elaeis",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85059011487
"Scalisi A., O’Connell M.G., Bianco R.L.","56132960800;57205439385;57224980078;","Field non-destructive determination of nectarine quality under deficit irrigation",2021,"Acta Horticulturae","1314",,,"91","98",,2,"10.17660/ActaHortic.2021.1314.13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096149904&doi=10.17660%2fActaHortic.2021.1314.13&partnerID=40&md5=769aafb3d3115b4c1a251531dbf8d661","Chlorophyll; Dry matter; Fluorescence; Fruit; Near-infrared; Phenolics; Sugars; Tree orientation",,Conference Paper,"Final","",Scopus,2-s2.0-85096149904
"Mahmood H., Moniruzzaman M., Iqbal T., Yusup S.","56506762100;55393726800;39261470300;15078067100;","Effect of ionic liquids pretreatment on thermal degradation kinetics of agro-industrial waste reinforced thermoplastic starch composites",2017,"Journal of Molecular Liquids","247",,,"164","170",,13,"10.1016/j.molliq.2017.09.106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030175564&doi=10.1016%2fj.molliq.2017.09.106&partnerID=40&md5=639aeda14d74249ede00ac16b00f7e90","Biocomposite board; Ionic liquids pretreatment; Lignocellulosic fiber; Thermal degradation kinetics; Thermoplastic starch","Activation energy; Agricultural wastes; Agriculture; Chemical activation; Composite materials; Degradation; Fibers; Ionic liquids; Kinetics; Liquids; Manufacture; Palm oil; Plastics; Product design; Reinforcement; Starch; Bio-composites; Lignocellulosic fibers; Pre-Treatment; Thermal degradation kinetics; Thermoplastic starch; Reinforced plastics; Crystallinity; Ions; Liquids; Plant Residues; Pretreatment; Pyrolysis; Solvents; Thermoplastics",Article,"Final","",Scopus,2-s2.0-85030175564
"Rueben M., Klow J., Duer M., Zimmerman E., Piacentini J., Browning M., Bernieri F.J., Grimm C.M., Smart W.D.","36814315700;57193761549;57224011970;57223994750;57224009947;57223994572;6602539256;7101846420;7003593473;","Mental Models of a Mobile Shoe Rack",2021,"ACM Transactions on Human-Robot Interaction","10","2","16","","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106687454&partnerID=40&md5=deb2e2c8d52c5a90ba2261bac57c8369","in-the-wild studies; long-term studies; Mental models; natural settings; non-anthropomorphic robots; privacy; robotic furniture; transparency","Agricultural robots; Anthropomorphic robots; Cognitive systems; Case study analysis; Foundational aspects; Mental model; Multiple interactions; Study design; Teleoperated; Visible sensors; Social robots",Article,"Final","",Scopus,2-s2.0-85106687454
"Marwah O.M.F., Halim N.F.A., Shukri M.S., Mohamad E.J., Ibrahim M.","48261158500;57190070088;57189501990;12778166100;37048754200;","A study on palm fiber reinforces as a filament in portable FDM",2016,"ARPN Journal of Engineering and Applied Sciences","11","12",,"7828","7834",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977125892&partnerID=40&md5=381ea7a70bc0ed8d822b53307ccb5227","Bioethanol; Lignocellulosic; Thermoplastics",,Article,"Final","",Scopus,2-s2.0-84977125892
"Baek S., Lim J., Lee J.G., McCarthy M.J., Kim S.M.","57215818942;50361436000;57206731878;35593486300;55718740900;","Investigation of the maturity changes of cherry tomato using magnetic resonance imaging",2020,"Applied Sciences (Switzerland)","10","15","5188","","",,1,"10.3390/app10155188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088784986&doi=10.3390%2fapp10155188&partnerID=40&md5=e8dd5b53c2dd4bbd4d591d687c85b965","Cherry tomato; Internal structure; Magnetic resonance imaging; Maturity change",,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85088784986
"R.b. Jordan, C.j. Clark, M.p.f. Loeffen, K.m. Maguire","55790908500;55791448100;55791597400;55790910300;","Calibration problems associated with use of desktop scanners for measuring fruit colour",2005,"Acta Horticulturae","687",,,"251","260",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880063865&partnerID=40&md5=a8e9be65fa5c2ec7daeb58c69f7c2259","Colour calibration; Colour measurement; Colour scanners; Gold kiwifruit; Hort16a; Maturity",,Conference Paper,"Final","",Scopus,2-s2.0-84880063865
"Howpinjai I., Laemsak N., Hengniran P.","57218998627;7801569864;57219002142;","Development of woodceramics from tropical flora",2020,"Biotropia","27","2",,"97","103",,,"10.11598/BTB.2020.27.2.1169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090971634&doi=10.11598%2fBTB.2020.27.2.1169&partnerID=40&md5=5f726532cd3d4dace4bfba1b61d5bdf6","Adsorption isotherms; Electromagnetic shielding; Specific surface area; Volume electrical resistivity; Woodceramics",,Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85090971634
"Abdullah S.A., Nakagoshi N.","13006272000;7003992667;","Forest fragmentation and its correlation to human land use change in the state of Selangor, peninsular Malaysia",2007,"Forest Ecology and Management","241","1-3",,"39","48",,94,"10.1016/j.foreco.2006.12.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847246276&doi=10.1016%2fj.foreco.2006.12.016&partnerID=40&md5=b35e24e0c7597f9a6503fd19a1480f80","Development policy; Forest fragmentation index; Fragmentation; Landscape; Malaysia; Tropical rain forest","Land use; Public policy; Development policies; Forest fragmentation index; Landscapes; Tropical rain forests; Forestry; degradation; environmental policy; fragmentation; human activity; land use change; land use planning; landscape change; nature conservation; rainforest; Forestry; Fragmentation; Land Use; Malaysia; Asia; Eurasia; Malaysia; Selangor; Southeast Asia; West Malaysia; Elaeis",Article,"Final","",Scopus,2-s2.0-33847246276
"Choudhary M., Grover K., Kaur G.","42961096700;32367679800;57202541793;","Development of rice bran oil blends for quality improvement",2015,"Food Chemistry","173",,,"770","777",,22,"10.1016/j.foodchem.2014.10.051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908565722&doi=10.1016%2fj.foodchem.2014.10.051&partnerID=40&md5=1ad14da3cec95164c1a1cd062cf8d5d2","Antioxidants; Blending; Cooking; Fatty acid composition; Physicochemical properties; Rice bran oil","Antioxidants; Blending; Cooking; Furfural; Olive oil; Palm oil; Sunflower oil; Chemical parameters; Cooking methods; Fatty acid composition; Groundnut oil; Physicochemical property; Quality improvement; Rice bran oil; Rice bran oil (RBO); Fatty acids; allyl isothiocyanate; antioxidant; arachis oil; monounsaturated fatty acid; olive oil; palm olein oil; polyunsaturated fatty acid; rice bran oil; soybean oil; sunflower oil; unclassified drug; vegetable oil; antioxidant; fatty acid; rice bran oil; vegetable oil; Article; food composition; lipid composition; physical chemistry; temperature measurement; chemistry; standards; total quality management; Antioxidants; Fatty Acids; Plant Oils; Quality Improvement",Article,"Final","",Scopus,2-s2.0-84908565722
"Mehmood T., Afzal A., Anwar F., Memon N., Memon A.A., Qadir R.","16205536500;57213558488;8523662400;8709668700;36022688400;57191187658;","Variation in phenolic acids and antibacterial attributes of peel extracts from ripe and unripe [Citrus limon (L.) Osbeck] fruit",2020,"Journal of Food Measurement and Characterization","14","3",,"1325","1332",,1,"10.1007/s11694-020-00380-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078769869&doi=10.1007%2fs11694-020-00380-w&partnerID=40&md5=7926343f7e4d459cf5e7fc591a6e2a0c","Antibacterial agents; Citrus peels; HPLC; Phenolic acids; Solvent extracts; Total phenolic contents","Bactericides; Bacteriology; Chlorine compounds; Citrus fruits; Escherichia coli; Organic acids; Organic solvents; Salmonella; Anti-microbial activity; Citrus peel; Diffusion measurements; HPLC; Phenolic acids; Salmonella typhimurium; Staphylococcus aureus; Total phenolic content; Solvent extraction",Article,"Final","",Scopus,2-s2.0-85078769869
"Guerra M., Casquero P.A.","12039898400;6603544935;","Harvest parameters to improve the storability of high quality 'Reinette du Canada' apple",2010,"Journal of Horticultural Science and Biotechnology","85","6",,"544","550",,3,"10.1080/14620316.2010.11512712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956335324&doi=10.1080%2f14620316.2010.11512712&partnerID=40&md5=e05fecb3ad6b569ce6c6df507bb254cd",,"Malus; Malus x domestica",Article,"Final","",Scopus,2-s2.0-79956335324
"Xuan G., Gao C., Shao Y., Wang X., Wang Y., Wang K.","55212423700;57211639817;55213164500;56856700100;57204041569;57218652454;","Maturity determination at harvest and spatial assessment of moisture content in okra using Vis-NIR hyperspectral imaging",2021,"Postharvest Biology and Technology","180",,"111597","","",,,"10.1016/j.postharvbio.2021.111597","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106486123&doi=10.1016%2fj.postharvbio.2021.111597&partnerID=40&md5=17ec79b8cad1a3f74a939f4fcb8aa2d1","Hyperspectral imaging; Maturity; Moisture content; Okra; Visualization",,Article,"Final","",Scopus,2-s2.0-85106486123
"Lee Y.H., Chua N., Amran M., Lee Y.Y., Kueh A.B.H., Fediuk R., Vatin N., Vasilev Y.","55597709900;57223215061;57222253931;57213141383;16202991500;57199850188;6508103761;57205604432;","Thermal performance of structural lightweight concrete composites for potential energy saving",2021,"Crystals","11","5","461","","",,1,"10.3390/cryst11050461","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105350650&doi=10.3390%2fcryst11050461&partnerID=40&md5=f1e734445ed6a915ebd3175899e32aac","Concrete; Decrement factor; Energy consumption; Thermal behavior; Time lag",,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85105350650
