Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Goodrick, I., Nelson, P.N., Nake, S., Webb, M.J., Bird, M.I., Huth, N.","55347129300;55085284800;55847737400;7201485771;7102578362;7801568308;","Tree-scale spatial variability of soil carbon cycling in a mature oil palm plantation",2016,"Soil Research","54","4",,"397","406",,4,"10.1071/SR15211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975230657&doi=10.1071%2fSR15211&partnerID=40&md5=9d8b43bad7c25b465b0cdf473b6224f0",Article,"Final","",Scopus,2-s2.0-84975230657
"Marwanto, S., Agus, F.","56048747300;55933424800;","Is CO2 flux from oil palm plantations on peatland controlled by soil moisture and/or soil and air temperatures?",2014,"Mitigation and Adaptation Strategies for Global Change","19","6",,"809","819",,25,"10.1007/s11027-013-9518-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904162570&doi=10.1007%2fs11027-013-9518-3&partnerID=40&md5=466b54cb23fb1bda9d42307ddf9d3fa3",Article,"Final","",Scopus,2-s2.0-84904162570
"Hasanuddin, N.H., Wahid, M.H.A., Shahimin, M.M., Hambali, N.A.M.A., Yusof, N.R., Nazir, N.S., Khairuddin, N.Z., Azidin, M.A.M.","57191665015;54785423400;37018545000;27567626900;56023921300;57191665766;57191646995;56028782300;","Metal oxide based surface acoustic wave sensors for fruits maturity detection",2017,"2016 3rd International Conference on Electronic Design, ICED 2016",,,"7804605","52","55",,7,"10.1109/ICED.2016.7804605","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011092658&doi=10.1109%2fICED.2016.7804605&partnerID=40&md5=5b310ef86b41cbe62eb339ed21f5beb2",Conference Paper,"Final","",Scopus,2-s2.0-85011092658
"Blakey, R.J.","26634738000;","Evaluation of avocado fruit maturity with a portable near-infrared spectrometer",2016,"Postharvest Biology and Technology","121",,,"101","105",,21,"10.1016/j.postharvbio.2016.06.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979246902&doi=10.1016%2fj.postharvbio.2016.06.016&partnerID=40&md5=af1b5f94b858c93197e6203425aa24d0",Article,"Final","",Scopus,2-s2.0-84979246902
"Ismail, B., Haffar, I., Baalbaki, R., Mechref, Y., Henry, J.","9237522200;6701469525;6602113994;7004369396;35390797300;","Physico-chemical characteristics and total quality of five date varieties grown in the United Arab Emirates",2006,"International Journal of Food Science and Technology","41","8",,"919","926",,60,"10.1111/j.1365-2621.2005.01143.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748530706&doi=10.1111%2fj.1365-2621.2005.01143.x&partnerID=40&md5=5996ba095903d745a4e5ef88423a0315",Article,"Final","",Scopus,2-s2.0-33748530706
"Siregar, I., Tarigan, I.R., Syahputri, K., Sari, R.M.","57193794565;57193793787;57193792654;57193791078;","Application of biomechanics in industry",2018,"IOP Conference Series: Materials Science and Engineering","420","1","012028","","",,1,"10.1088/1757-899X/420/1/012028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054876531&doi=10.1088%2f1757-899X%2f420%2f1%2f012028&partnerID=40&md5=d492a089bbea71c65903d20eb9451c05",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85054876531
"Budiman, I., Sembiring, M.T., Nasution, H.","57200559942;55744927700;57221492488;","Measurement of company productivity which experiencing material supply shortage",2021,"IOP Conference Series: Earth and Environmental Science","713","1","012002","","",,,"10.1088/1755-1315/713/1/012002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104865411&doi=10.1088%2f1755-1315%2f713%2f1%2f012002&partnerID=40&md5=2479d27b2d2b35c9ba4a58f06bc6f78a",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85104865411
"Almeida, A.F., Direito, D., Pilão, R.M., Ribeiro, A.M., Mayer, B.","57215008227;55954214900;6506645717;55550816700;57215013898;","Slow pyrolysis of oil palm mesocarp fibres: Effect of operating temperature",2020,"Wastes: Solutions, Treatments and Opportunities III - Selected papers from the 5th International Conference Wastes: Solutions, Treatments and Opportunities, 2019",,,,"168","174",,,"10.1201/9780429289798-27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079607897&doi=10.1201%2f9780429289798-27&partnerID=40&md5=f2c46ab4e7c24fe5829a3b1416738698",Conference Paper,"Final","",Scopus,2-s2.0-85079607897
"Hewitt, C.N., Ashworth, K., Boynard, A., Guenther, A., Langford, B., MacKenzie, A.R., Misztal, P.K., Nemitz, E., Owen, S.M., Possell, M., Pugh, T.A.M., Ryan, A.C., Wild, O.","7202923871;35188572000;35221106600;7102062952;24169008400;7202711754;55891703200;7003545995;7101807917;14421428900;35265113300;25824496000;6701636816;","Ground-level ozone influenced by circadian control of isoprene emissions",2011,"Nature Geoscience","4","10",,"671","674",,42,"10.1038/ngeo1271","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053487770&doi=10.1038%2fngeo1271&partnerID=40&md5=862da91812db4ec267efd2b6e36b4f5e",Article,"Final","All Open Access, Green",Scopus,2-s2.0-80053487770
"Ratnam, M.M., Lim, J.H., Abdul Khalil, H.P.S.","7007162377;42261905000;6601912918;","Study of three-dimensional deformation of a pallet using phase-shift shadow moiré and finite-element analysis",2005,"Experimental Mechanics","45","1",,"9","17",,8,"10.1177/0014485105051003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-24144432802&doi=10.1177%2f0014485105051003&partnerID=40&md5=1d5e50b19a2a3c0cef1218e0f5821989",Article,"Final","",Scopus,2-s2.0-24144432802
"Fathur Rahman, F., Adi Prakoso, W., Tjahjono, E., Sentosa, B.O.B., Orientilize, M.","57217246859;6507632414;57193688980;57200689345;56245224700;","Load-Displacement Response of Oil Palm Shell Concrete Compressive Test Using Digital Image Correlation",2020,"IOP Conference Series: Earth and Environmental Science","498","1","012037","","",,1,"10.1088/1755-1315/498/1/012037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086893281&doi=10.1088%2f1755-1315%2f498%2f1%2f012037&partnerID=40&md5=375f9bd8aa57c0a0efd004d24c1b7d9c",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85086893281
"Misnon, I.I., Zain, N.K.M., Jose, R.","18437694800;56178097300;14628582100;","Conversion of Oil Palm Kernel Shell Biomass to Activated Carbon for Supercapacitor Electrode Application",2019,"Waste and Biomass Valorization","10","6",,"1731","1740",,36,"10.1007/s12649-018-0196-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040256473&doi=10.1007%2fs12649-018-0196-y&partnerID=40&md5=5df68003a7863ebd537f4975ec93b981",Article,"Final","",Scopus,2-s2.0-85040256473
"Affendy, H., Aminuddin, M., Arifin, A., Mandy, M., Julius, K., Tamer, A.T.","57192073004;7006032567;26867512100;57202944437;36349382900;36783764100;","Effects of light intensity on Orthosiphon stamineus Benth. seedlings treated with different organic fertilizers",2010,"International Journal of Agricultural Research","5","4",,"201","207",,8,"10.3923/ijar.2010.201.207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952985776&doi=10.3923%2fijar.2010.201.207&partnerID=40&md5=bbfb1b5d2adc4b48edee51ef4de938f4",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-77952985776
"Sia, C.L., Lim, K.O., Teng, T.T.","35779206200;7403176199;7006454241;","Effect of washing and feedstock size of oil palm empty fruit bunches in acid hydrolysis studies",2009,"ICEE 2009 - Proceeding 2009 3rd International Conference on Energy and Environment: Advancement Towards Global Sustainability",,,"5398670","55","58",,2,"10.1109/ICEENVIRON.2009.5398670","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949630061&doi=10.1109%2fICEENVIRON.2009.5398670&partnerID=40&md5=d491e2cfcf37bea4063dfcf92b95477a",Conference Paper,"Final","",Scopus,2-s2.0-77949630061
"Mustafa, M.S.S., Nurasyid, M.A., Sari, K.A.M., Yusop, F., Awang, M., Rahman, M.A.A., Hamidon, N., Musa, M.K., Ahmad, F.","57212408636;57226374558;57203791289;55655010600;56463745400;54893592100;55508370700;57197288002;56060643000;","Utilizing Natural Fibre as a Sustainable Acoustic Absorber",2021,"Lecture Notes in Mechanical Engineering",,,,"243","256",,,"10.1007/978-981-16-0742-4_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111397673&doi=10.1007%2f978-981-16-0742-4_17&partnerID=40&md5=2eb19656cc4fa31ff8b7fffc38211194",Conference Paper,"Final","",Scopus,2-s2.0-85111397673
"Batubara, S.F., Agus, F., Rauf, A., Elfiati, D.","57208392066;55933424800;57192156943;57194143537;","Soil respiration and microbial population in tropical peat under oil palm plantation",2019,"IOP Conference Series: Earth and Environmental Science","260","1","012083","","",,1,"10.1088/1755-1315/260/1/012083","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067692560&doi=10.1088%2f1755-1315%2f260%2f1%2f012083&partnerID=40&md5=1c6a68a4b99f351d8cf2f56d8944997d",Conference Paper,"Final","All Open Access, Gold",Scopus,2-s2.0-85067692560
"Ahmad, M.N., Shariff, A.R.M., Moslim, R.","55314571700;13612157400;33068004000;","Monitoring insect pest infestation via different spectroscopic techniques",2018,"Applied Spectroscopy Reviews","53","10",,"836","853",,3,"10.1080/05704928.2018.1445094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049857054&doi=10.1080%2f05704928.2018.1445094&partnerID=40&md5=dfddfb7f54ea9cfbb36847fa8ad29990",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85049857054
"Leomo, S., Ginting, S., Sabaruddin, L., Tufaila, M., Muhidin","55554797800;7801629380;55763911100;57190939775;55821527400;","The land use patterns for soil organic carbon conservation at Endanga watershed Southeast Sulawesi Indonesia",2018,"IOP Conference Series: Earth and Environmental Science","122","1","012034","","",,2,"10.1088/1755-1315/122/1/012034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043709884&doi=10.1088%2f1755-1315%2f122%2f1%2f012034&partnerID=40&md5=99b8ae3491afa94a8c79f68e1c27ee59",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85043709884
"Perez, R., Pallas, B., Griffon, S., Rey, H., Caliman, J.P., Le Moguédec, G., Dauzat, J., Costes, E.","57190567473;24588105800;34969262800;23493731300;6506152080;9277511300;6602117499;55933624800;","Reconstructing three-dimensional oil palm architecture from allometric relationships",2017,"Acta Horticulturae","1160",,,"11","18",,,"10.17660/ActaHortic.2017.1160.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021406346&doi=10.17660%2fActaHortic.2017.1160.3&partnerID=40&md5=8ed43c7685766f05489d3b2bfc77ea30",Article,"Final","",Scopus,2-s2.0-85021406346
"Choowang, R., Hiziroglu, S.","56004901600;6603915183;","Properties of thermally-compressed oil palm trunks (Elaeis guineensis)",2015,"Journal of Tropical Forest Science","27","1",,"39","46",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920732702&partnerID=40&md5=363b37c2fdbce9b95e52ef6cc37c124a",Article,"Final","",Scopus,2-s2.0-84920732702
"Deraman, M., Omar, R., Zakaria, S., Mustapa, I.R., Talib, M., Alias, N., Jaafar, R.","6602529431;7005718943;57221760347;57213808543;8309925600;57225378477;57200377065;","Electrical and mechanical properties of carbon pellets from acid (HNO3) treated self-adhesive carbon grain from oil palm empty fruit bunch",2002,"Journal of Materials Science","37","16",,"3329","3335",,36,"10.1023/A:1016525106663","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037103887&doi=10.1023%2fA%3a1016525106663&partnerID=40&md5=b8efeb43b64cb793763d6507440f223b",Article,"Final","",Scopus,2-s2.0-0037103887
"Valente, J., Almeida, R., Kooistra, L.","42062501000;57205472665;6603894270;","A comprehensive study of the potential application of flying ethylene-sensitive sensors for ripeness detection in apple orchards",2019,"Sensors (Switzerland)","19","2","372","","",,18,"10.3390/s19020372","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060153873&doi=10.3390%2fs19020372&partnerID=40&md5=a044ad2fd78b4808a3ae8b856834565f",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85060153873
"Carvalho, M., Ribeiro, P., Romão, V., Cardoso, S.","57224163313;57194536691;57224172759;7102228024;","Smart fingertip sensor for food quality control: Fruit maturity assessment with a magnetic device",2021,"Journal of Magnetism and Magnetic Materials","536",,"168116","","",,,"10.1016/j.jmmm.2021.168116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107157694&doi=10.1016%2fj.jmmm.2021.168116&partnerID=40&md5=8c18c637ac437371b81b551be611e47a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85107157694
"Ahmad, A.F., Ab Aziz, S.H., Abbas, Z., Abdalhadi, D.M., Khamis, A.M., Aliyu, U.S.","56988423800;57218659300;7005822035;57193411148;57204475121;57261066900;","Computational and experimental approaches for determining scattering parameters of OPEFB/PLA composites to calculate the absorption and attenuation values at microwave frequencies",2020,"Polymers","12","9","1919","","",,1,"10.3390/POLYM12091919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091341430&doi=10.3390%2fPOLYM12091919&partnerID=40&md5=1062ba0c0a7a292af848192e831e97d6",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85091341430
"Suarin, N.A.S., Chia, K.S., Fuzi, S.F.Z.M.","57197791706;57204789479;57210913498;","A portable in-situ near-infrared LEDs-based soil Nitrogen sensor using artificial Neural Network",2018,"International Journal of Integrated Engineering","10","4",,"81","87",,1,"10.30880/ijie.2018.10.04.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057182878&doi=10.30880%2fijie.2018.10.04.013&partnerID=40&md5=ae4ca84fb39f61dfc85287878977ad9b",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85057182878
"Widodo, C.S., Santosa, D.R., Sugianto, W., Wardoyo, A.Y.P.","55587976000;55772446800;57207757727;14625587100;","A study on electrical impedance in ripening ambonbananas (musa paradisiaca var. sapientum) processes stimulated by ethrel (2-chloroethyl phosphonic acid)",2020,"International Journal of GEOMATE","18","67",,"39","44",,,"10.21660/2020.67.5659","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081560191&doi=10.21660%2f2020.67.5659&partnerID=40&md5=a6d3419ac4d7712dbaffaf3f67d2ed45",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85081560191
"Feng, Q., Wang, G., Wang, S., Wang, X.","36598099200;57155430100;57211003495;10140584700;","Tomato's Mechanical Properties Measurement Aiming for Auto-harvesting",2019,"IOP Conference Series: Materials Science and Engineering","585","1","012120","","",,,"10.1088/1757-899X/585/1/012120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072179036&doi=10.1088%2f1757-899X%2f585%2f1%2f012120&partnerID=40&md5=89ffd80f6a5ffe112f5d28f34b53727b",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85072179036
"Lechaudel, M., Urban, L., Joas, J.","6505802319;7101933589;6507856865;","Chlorophyll fluorescence, a nondestructive method to assess maturity of mango fruits (Cv. 'cogshall') without growth conditions bias",2010,"Journal of Agricultural and Food Chemistry","58","13",,"7532","7538",,44,"10.1021/jf101216t","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954555164&doi=10.1021%2fjf101216t&partnerID=40&md5=20b8637c8082fa4e558b0100abc83a05",Article,"Final","",Scopus,2-s2.0-77954555164
"Stefanelli, D., Lopresti, J., Hale, G., Jones, R., Tomkins, B., O'connell, M., Flett, S.","26647101700;24168772400;13410068400;56164440100;7006014585;8675587900;6602081499;","Stone fruit value chain: A systems approach for improved consumer satisfaction",2016,"Acta Horticulturae","1120",,,"527","533",,4,"10.17660/ActaHortic.2016.1120.80","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985034258&doi=10.17660%2fActaHortic.2016.1120.80&partnerID=40&md5=2b74e1a540a58aed231ddc5c7533391b",Conference Paper,"Final","",Scopus,2-s2.0-84985034258
"Saeidi, T., Ismail, I., Mahmood, S.N., Alani, S., Alhawari, A.R.H.","56901296600;57189522357;57195276768;57195407170;26657121900;","Microwave Imaging of Voids in Oil Palm Trunk Applying UWB Antenna and Robust Time-Reversal Algorithm",2020,"Journal of Sensors","2020",,"8895737","","",,2,"10.1155/2020/8895737","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094826543&doi=10.1155%2f2020%2f8895737&partnerID=40&md5=d4f7edec72ff5b3ca3beb33fdda0a1e6",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85094826543
[No author name available],[No author id available],"MATEC Web of Conferences",2016,"MATEC Web of Conferences","59",,,"","",239,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009424618&partnerID=40&md5=a154948c8605cd61c9c5d577fd0529cc",Conference Review,"Final","",Scopus,2-s2.0-85009424618
"Xu, C., He, H., Hauser, S.C., Gerling, G.J.","57116823100;57212467803;57189266632;35271881600;","Tactile Exploration Strategies with Natural Compliant Objects Elicit Virtual Stiffness Cues",2020,"IEEE Transactions on Haptics","13","1","8933030","4","10",,1,"10.1109/TOH.2019.2959767","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076751365&doi=10.1109%2fTOH.2019.2959767&partnerID=40&md5=be5ac08ac773beddbc209f85741befbe",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85076751365
"Srivastava, S., Sadisatp, S.","57213822491;56784354600;","Development of a low cost optimized handheld embedded odor sensing system (HE-Nose) to assess ripeness of oranges",2016,"Journal of Food Measurement and Characterization","10","1",,"1","15",,4,"10.1007/s11694-015-9270-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958122350&doi=10.1007%2fs11694-015-9270-3&partnerID=40&md5=0ccc0b69879221f499d9aa76c870b8e5",Article,"Final","",Scopus,2-s2.0-84958122350
"Evans, C.D., Callaghan, N., Jaya, A., Grinham, A., Sjogersten, S., Page, S.E., Harrison, M.E., Kusin, K., Kho, L.K., Ledger, M., Evers, S., Mitchell, Z., Williamson, J., Radbourne, A.D., Jovani-Sancho, A.J.","25653713300;57202646020;6504583689;24338086300;55883605300;7202643131;36058951000;12041853000;55907538000;57222658248;53163448500;57219021423;57199894357;57193548539;57194335339;","A Novel Low-Cost, High-Resolution Camera System for Measuring Peat Subsidence and Water Table Dynamics",2021,"Frontiers in Environmental Science","9",,"630752","","",,1,"10.3389/fenvs.2021.630752","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103615979&doi=10.3389%2ffenvs.2021.630752&partnerID=40&md5=9c11f07f8af101f63e0ea9be408dfd09",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85103615979
